
SY-1#ZYL-7F-01#01-36U-NW-ACC-S5731,10.61.240.206,XGigabitEthernet2/0/1,-1.69,-2.74,
SY-1#ZYL-7F-01#01-36U-NW-ACC-S5731,10.61.240.206,XGigabitEthernet2/0/2,-2.88,-3.06,
SY-1#ZYL-7F-01#01-36U-NW-ACC-S5731,10.61.240.206,XGigabitEthernet2/0/4,-4.15,-2.68,
SY-1#ZYL-7F-02#01-36U-NW-ACC-S5731,10.61.240.197,XGigabitEthernet0/0/1,-2.52,-2.24,
SY-1#ZYL-7F-02#01-36U-NW-ACC-S5731,10.61.240.197,XGigabitEthernet0/0/2,-1.61,-3.22,
SY-1#ZYL-7F-02#01-36U-NW-ACC-S5731,10.61.240.197,XGigabitEthernet0/0/4,-12.34,-1.73,
SY-1#ZYL-7F-02#01-36U-NW-ACC-S5731,10.61.240.197,XGigabitEthernet1/0/1,-3.63,-2.69,
SY-1#ZYL-7F-02#01-36U-NW-ACC-S5731,10.61.240.197,XGigabitEthernet1/0/2,-2.56,-2.16,
SY-1#ZYL-7F-02#01-36U-NW-ACC-S5731,10.61.240.197,XGigabitEthernet1/0/4,-40.00,-2.34,
SY-1#ZYL-7F-02#01-36U-NW-ACC-S5731,10.61.240.197,XGigabitEthernet2/0/1,-2.70,-1.77,
SY-1#ZYL-7F-02#01-36U-NW-ACC-S5731,10.61.240.197,XGigabitEthernet2/0/2,-2.28,-2.27,
SY-1#ZYL-7F-02#01-36U-NW-ACC-S5731,10.61.240.197,XGigabitEthernet2/0/4,-5.24,-3.41,
SY-1#ZYL-8F-01#01-36U-NW-ACC-S5731,10.61.240.201,XGigabitEthernet0/0/1,-2.22,-2.01,
SY-1#ZYL-8F-01#01-36U-NW-ACC-S5731,10.61.240.201,XGigabitEthernet0/0/2,-1.50,-1.86,
SY-1#ZYL-8F-01#01-36U-NW-ACC-S5731,10.61.240.201,XGigabitEthernet0/0/4,-4.92,-3.13,
SY-1#ZYL-8F-01#01-36U-NW-ACC-S5731,10.61.240.201,XGigabitEthernet1/0/1,-3.71,-2.54,
SY-1#ZYL-8F-01#01-36U-NW-ACC-S5731,10.61.240.201,XGigabitEthernet1/0/2,-2.74,-1.66,
SY-1#ZYL-8F-01#01-36U-NW-ACC-S5731,10.61.240.201,XGigabitEthernet2/0/1,-1.80,-1.86,
SY-1#ZYL-8F-01#01-36U-NW-ACC-S5731,10.61.240.201,XGigabitEthernet2/0/2,-2.92,-1.63,
SY-1#ZYL-8F-01#01-36U-NW-ACC-S5731,10.61.240.201,XGigabitEthernet2/0/4,-3.68,-2.27,
SY-1#ZYL-8F-02#01-36U-NW-ACC-S5731,10.61.240.205,XGigabitEthernet0/0/1,-3.02,-2.06,
SY-1#ZYL-8F-02#01-36U-NW-ACC-S5731,10.61.240.205,XGigabitEthernet0/0/2,-3.23,-1.68,
SY-1#ZYL-8F-02#01-36U-NW-ACC-S5731,10.61.240.205,XGigabitEthernet0/0/4,-5.71,-2.89,
SY-1#ZYL-8F-02#01-36U-NW-ACC-S5731,10.61.240.205,XGigabitEthernet1/0/1,-1.69,-2.02,
SY-1#ZYL-8F-02#01-36U-NW-ACC-S5731,10.61.240.205,XGigabitEthernet1/0/2,-2.58,-1.89,
SY-1#ZYL-8F-02#01-36U-NW-ACC-S5731,10.61.240.205,XGigabitEthernet1/0/4,-6.62,-2.29,
SY-1#ZYL-8F-02#01-36U-NW-ACC-S5731,10.61.240.205,XGigabitEthernet2/0/1,-1.62,-1.89,
