设备名称,管理IP,端口,物理状态,协议状态,端口UP时间,端口DOWN时间,速率,双工,,,,
SY-1#ZYL-B1-07#01-30U-NW-ACC-S5731,10.61.240.65,GigabitEthernet0/0/44,DOWN,DOWN,-,2024-03-29 14:45:09 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-07#01-30U-NW-ACC-S5731,10.61.240.65,GigabitEthernet0/0/45,UP,UP,2024-04-25 12:39:11 UTC+08:00,2024-04-25 12:38:44 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-07#01-30U-NW-ACC-S5731,10.61.240.65,GigabitEthernet0/0/46,DOWN,DOWN,-,2024-03-29 14:45:09 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-07#01-30U-NW-ACC-S5731,10.61.240.65,GigabitEthernet0/0/47,UP,UP,2024-05-06 13:57:12 UTC+08:00,2024-05-06 13:57:06 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-07#01-30U-NW-ACC-S5731,10.61.240.65,GigabitEthernet0/0/48,DOWN,DOWN,-,2024-03-29 14:45:09 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-07#01-30U-NW-ACC-S5731,10.61.240.65,XGigabitEthernet0/0/1,DOWN,DOWN,-,2024-03-29 14:45:09 UTC+08:00,10000,FULL,,,,
SY-1#ZYL-B1-07#01-30U-NW-ACC-S5731,10.61.240.65,XGigabitEthernet0/0/2,DOWN,DOWN,-,2024-03-29 14:45:09 UTC+08:00,10000,FULL,,,,
SY-1#ZYL-B1-07#01-30U-NW-ACC-S5731,10.61.240.65,XGigabitEthernet0/0/3,UP,UP,2024-04-25 12:43:35 UTC+08:00,2024-04-25 12:43:02 UTC+08:00,10000,FULL,,,,
SY-1#ZYL-B1-07#01-30U-NW-ACC-S5731,10.61.240.65,XGigabitEthernet0/0/4,UP,UP,2024-04-25 12:43:02 UTC+08:00,2024-04-25 12:42:32 UTC+08:00,10000,FULL,,,,
SY-1#ZYL-B1-08#01-30U-NW-ACC-S5731,10.61.240.159,GigabitEthernet0/0/1,UP,UP,2024-04-25 12:56:44 UTC+08:00,2024-04-25 12:56:24 UTC+08:00,100,FULL,,,,
SY-1#ZYL-B1-08#01-30U-NW-ACC-S5731,10.61.240.159,GigabitEthernet0/0/2,UP,UP,2024-04-25 12:56:23 UTC+08:00,2024-04-25 12:56:01 UTC+08:00,100,FULL,,,,
SY-1#ZYL-B1-08#01-30U-NW-ACC-S5731,10.61.240.159,GigabitEthernet0/0/3,DOWN,DOWN,-,2024-04-07 14:00:45 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-30U-NW-ACC-S5731,10.61.240.159,GigabitEthernet0/0/4,UP,UP,2024-04-26 07:34:40 UTC+08:00,2024-04-26 07:34:36 UTC+08:00,100,FULL,,,,
SY-1#ZYL-B1-08#01-30U-NW-ACC-S5731,10.61.240.159,GigabitEthernet0/0/5,UP,UP,2024-04-25 12:58:32 UTC+08:00,2024-04-25 12:58:12 UTC+08:00,100,FULL,,,,
SY-1#ZYL-B1-08#01-30U-NW-ACC-S5731,10.61.240.159,GigabitEthernet0/0/6,UP,UP,2024-04-25 12:58:09 UTC+08:00,2024-04-25 12:57:50 UTC+08:00,100,FULL,,,,
SY-1#ZYL-B1-08#01-30U-NW-ACC-S5731,10.61.240.159,GigabitEthernet0/0/7,UP,UP,2024-04-25 13:00:12 UTC+08:00,2024-04-25 12:59:42 UTC+08:00,100,FULL,,,,
SY-1#ZYL-B1-08#01-30U-NW-ACC-S5731,10.61.240.159,GigabitEthernet0/0/8,UP,UP,2024-04-25 12:59:40 UTC+08:00,2024-04-25 12:59:12 UTC+08:00,100,FULL,,,,
SY-1#ZYL-B1-08#01-30U-NW-ACC-S5731,10.61.240.159,GigabitEthernet0/0/9,UP,UP,2024-04-25 13:01:02 UTC+08:00,2024-04-25 13:00:43 UTC+08:00,100,FULL,,,,
SY-1#ZYL-B1-08#01-30U-NW-ACC-S5731,10.61.240.159,GigabitEthernet0/0/10,DOWN,DOWN,-,2024-04-07 14:00:45 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-30U-NW-ACC-S5731,10.61.240.159,GigabitEthernet0/0/11,DOWN,DOWN,-,2024-04-07 14:00:45 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-30U-NW-ACC-S5731,10.61.240.159,GigabitEthernet0/0/12,DOWN,DOWN,-,2024-04-07 14:00:45 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-30U-NW-ACC-S5731,10.61.240.159,GigabitEthernet0/0/13,DOWN,DOWN,-,2024-04-07 14:00:45 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-30U-NW-ACC-S5731,10.61.240.159,GigabitEthernet0/0/14,DOWN,DOWN,-,2024-04-07 14:00:45 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-30U-NW-ACC-S5731,10.61.240.159,GigabitEthernet0/0/15,DOWN,DOWN,-,2024-04-07 14:00:45 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-30U-NW-ACC-S5731,10.61.240.159,GigabitEthernet0/0/16,DOWN,DOWN,-,2024-04-07 14:00:45 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-30U-NW-ACC-S5731,10.61.240.159,GigabitEthernet0/0/17,DOWN,DOWN,-,2024-04-07 14:00:45 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-30U-NW-ACC-S5731,10.61.240.159,GigabitEthernet0/0/18,DOWN,DOWN,-,2024-04-07 14:00:45 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-30U-NW-ACC-S5731,10.61.240.159,GigabitEthernet0/0/19,DOWN,DOWN,-,2024-04-07 14:00:45 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-30U-NW-ACC-S5731,10.61.240.159,GigabitEthernet0/0/20,DOWN,DOWN,-,2024-04-07 14:00:45 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-30U-NW-ACC-S5731,10.61.240.159,GigabitEthernet0/0/21,DOWN,DOWN,-,2024-04-07 14:00:45 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-30U-NW-ACC-S5731,10.61.240.159,GigabitEthernet0/0/22,DOWN,DOWN,-,2024-04-07 14:00:45 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-30U-NW-ACC-S5731,10.61.240.159,GigabitEthernet0/0/23,DOWN,DOWN,-,2024-04-07 14:00:45 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-30U-NW-ACC-S5731,10.61.240.159,GigabitEthernet0/0/24,DOWN,DOWN,-,2024-04-07 14:00:45 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-30U-NW-ACC-S5731,10.61.240.159,GigabitEthernet0/0/25,DOWN,DOWN,-,2024-04-07 14:00:45 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-30U-NW-ACC-S5731,10.61.240.159,GigabitEthernet0/0/26,DOWN,DOWN,-,2024-04-07 14:00:45 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-30U-NW-ACC-S5731,10.61.240.159,GigabitEthernet0/0/27,DOWN,DOWN,-,2024-04-07 14:00:45 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-30U-NW-ACC-S5731,10.61.240.159,GigabitEthernet0/0/28,DOWN,DOWN,-,2024-04-07 14:00:45 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-30U-NW-ACC-S5731,10.61.240.159,GigabitEthernet0/0/29,DOWN,DOWN,-,2024-04-07 14:00:45 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-30U-NW-ACC-S5731,10.61.240.159,GigabitEthernet0/0/30,DOWN,DOWN,-,2024-04-07 14:00:45 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-30U-NW-ACC-S5731,10.61.240.159,GigabitEthernet0/0/31,DOWN,DOWN,-,2024-04-07 14:00:45 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-30U-NW-ACC-S5731,10.61.240.159,GigabitEthernet0/0/32,DOWN,DOWN,-,2024-04-07 14:00:45 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-30U-NW-ACC-S5731,10.61.240.159,GigabitEthernet0/0/33,DOWN,DOWN,-,2024-04-07 14:00:46 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-30U-NW-ACC-S5731,10.61.240.159,GigabitEthernet0/0/34,DOWN,DOWN,-,2024-04-07 14:00:46 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-30U-NW-ACC-S5731,10.61.240.159,GigabitEthernet0/0/35,DOWN,DOWN,-,2024-04-07 14:00:46 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-30U-NW-ACC-S5731,10.61.240.159,GigabitEthernet0/0/36,DOWN,DOWN,-,2024-04-07 14:00:46 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-30U-NW-ACC-S5731,10.61.240.159,GigabitEthernet0/0/37,DOWN,DOWN,-,2024-04-07 14:00:46 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-30U-NW-ACC-S5731,10.61.240.159,GigabitEthernet0/0/38,DOWN,DOWN,-,2024-04-07 14:00:46 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-30U-NW-ACC-S5731,10.61.240.159,GigabitEthernet0/0/39,DOWN,DOWN,-,2024-04-07 14:00:46 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-30U-NW-ACC-S5731,10.61.240.159,GigabitEthernet0/0/40,DOWN,DOWN,-,2024-04-07 14:00:46 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-30U-NW-ACC-S5731,10.61.240.159,GigabitEthernet0/0/41,DOWN,DOWN,-,2024-04-07 14:00:46 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-30U-NW-ACC-S5731,10.61.240.159,GigabitEthernet0/0/42,DOWN,DOWN,-,2024-04-07 14:00:46 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-30U-NW-ACC-S5731,10.61.240.159,GigabitEthernet0/0/43,DOWN,DOWN,-,2024-04-07 14:00:46 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-30U-NW-ACC-S5731,10.61.240.159,GigabitEthernet0/0/44,DOWN,DOWN,-,2024-04-07 14:00:46 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-30U-NW-ACC-S5731,10.61.240.159,GigabitEthernet0/0/45,DOWN,DOWN,-,2024-04-07 14:00:46 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-30U-NW-ACC-S5731,10.61.240.159,GigabitEthernet0/0/46,DOWN,DOWN,-,2024-04-07 14:00:46 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-30U-NW-ACC-S5731,10.61.240.159,GigabitEthernet0/0/47,DOWN,DOWN,-,2024-04-07 14:00:46 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-30U-NW-ACC-S5731,10.61.240.159,GigabitEthernet0/0/48,DOWN,DOWN,-,2024-04-07 14:00:46 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-30U-NW-ACC-S5731,10.61.240.159,XGigabitEthernet0/0/1,DOWN,DOWN,-,2024-04-07 14:00:46 UTC+08:00,10000,FULL,,,,
SY-1#ZYL-B1-08#01-30U-NW-ACC-S5731,10.61.240.159,XGigabitEthernet0/0/2,DOWN,DOWN,-,2024-04-07 14:00:46 UTC+08:00,10000,FULL,,,,
SY-1#ZYL-B1-08#01-30U-NW-ACC-S5731,10.61.240.159,XGigabitEthernet0/0/3,UP,UP,2024-04-25 13:07:53 UTC+08:00,2024-04-25 13:07:37 UTC+08:00,10000,FULL,,,,
SY-1#ZYL-B1-08#01-30U-NW-ACC-S5731,10.61.240.159,XGigabitEthernet0/0/4,UP,UP,2024-04-25 13:07:35 UTC+08:00,2024-04-25 13:06:59 UTC+08:00,10000,FULL,,,,
SY-1#ZYL-B1-08#01-33U-NW-ACC-S5731,10.61.240.64,GigabitEthernet0/0/1,DOWN,DOWN,-,2024-04-07 14:00:49 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-33U-NW-ACC-S5731,10.61.240.64,GigabitEthernet0/0/2,DOWN,DOWN,-,2024-04-07 14:00:49 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-33U-NW-ACC-S5731,10.61.240.64,GigabitEthernet0/0/3,DOWN,DOWN,-,2024-04-07 14:00:49 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-33U-NW-ACC-S5731,10.61.240.64,GigabitEthernet0/0/4,DOWN,DOWN,-,2024-04-07 14:00:49 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-33U-NW-ACC-S5731,10.61.240.64,GigabitEthernet0/0/5,DOWN,DOWN,-,2024-04-07 14:00:49 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-33U-NW-ACC-S5731,10.61.240.64,GigabitEthernet0/0/6,DOWN,DOWN,-,2024-04-07 14:00:49 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-33U-NW-ACC-S5731,10.61.240.64,GigabitEthernet0/0/7,DOWN,DOWN,-,2024-04-07 14:00:49 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-33U-NW-ACC-S5731,10.61.240.64,GigabitEthernet0/0/8,DOWN,DOWN,-,2024-04-07 14:00:49 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-33U-NW-ACC-S5731,10.61.240.64,GigabitEthernet0/0/9,DOWN,DOWN,-,2024-04-07 14:00:49 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-33U-NW-ACC-S5731,10.61.240.64,GigabitEthernet0/0/10,DOWN,DOWN,-,2024-04-07 14:00:49 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-33U-NW-ACC-S5731,10.61.240.64,GigabitEthernet0/0/11,DOWN,DOWN,-,2024-04-07 14:00:49 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-33U-NW-ACC-S5731,10.61.240.64,GigabitEthernet0/0/12,DOWN,DOWN,-,2024-04-07 14:00:49 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-33U-NW-ACC-S5731,10.61.240.64,GigabitEthernet0/0/13,DOWN,DOWN,-,2024-04-07 14:00:49 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-33U-NW-ACC-S5731,10.61.240.64,GigabitEthernet0/0/14,DOWN,DOWN,-,2024-04-07 14:00:49 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-33U-NW-ACC-S5731,10.61.240.64,GigabitEthernet0/0/15,DOWN,DOWN,-,2024-04-07 14:00:49 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-33U-NW-ACC-S5731,10.61.240.64,GigabitEthernet0/0/16,DOWN,DOWN,-,2024-04-07 14:00:49 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-33U-NW-ACC-S5731,10.61.240.64,GigabitEthernet0/0/17,DOWN,DOWN,-,2024-04-07 14:00:49 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-33U-NW-ACC-S5731,10.61.240.64,GigabitEthernet0/0/18,DOWN,DOWN,-,2024-04-07 14:00:49 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-33U-NW-ACC-S5731,10.61.240.64,GigabitEthernet0/0/19,DOWN,DOWN,-,2024-04-07 14:00:49 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-33U-NW-ACC-S5731,10.61.240.64,GigabitEthernet0/0/20,DOWN,DOWN,-,2024-04-07 14:00:49 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-33U-NW-ACC-S5731,10.61.240.64,GigabitEthernet0/0/21,DOWN,DOWN,-,2024-04-07 14:00:49 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-33U-NW-ACC-S5731,10.61.240.64,GigabitEthernet0/0/22,DOWN,DOWN,-,2024-04-07 14:00:49 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-33U-NW-ACC-S5731,10.61.240.64,GigabitEthernet0/0/23,UP,UP,2024-05-15 03:37:23 UTC+08:00,2024-05-15 03:37:18 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-33U-NW-ACC-S5731,10.61.240.64,GigabitEthernet0/0/24,DOWN,DOWN,-,2024-04-07 14:00:49 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-33U-NW-ACC-S5731,10.61.240.64,GigabitEthernet0/0/25,DOWN,DOWN,-,2024-04-07 14:00:49 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-33U-NW-ACC-S5731,10.61.240.64,GigabitEthernet0/0/26,DOWN,DOWN,-,2024-04-07 14:00:49 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-33U-NW-ACC-S5731,10.61.240.64,GigabitEthernet0/0/27,DOWN,DOWN,-,2024-04-07 14:00:49 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-33U-NW-ACC-S5731,10.61.240.64,GigabitEthernet0/0/28,DOWN,DOWN,-,2024-04-07 14:00:49 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-33U-NW-ACC-S5731,10.61.240.64,GigabitEthernet0/0/29,UP,UP,2024-05-06 07:31:30 UTC+08:00,2024-05-06 07:31:21 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-33U-NW-ACC-S5731,10.61.240.64,GigabitEthernet0/0/30,DOWN,DOWN,-,2024-04-07 14:00:49 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-33U-NW-ACC-S5731,10.61.240.64,GigabitEthernet0/0/31,DOWN,DOWN,-,2024-04-07 14:00:49 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-33U-NW-ACC-S5731,10.61.240.64,GigabitEthernet0/0/32,DOWN,DOWN,-,2024-04-07 14:00:49 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-33U-NW-ACC-S5731,10.61.240.64,GigabitEthernet0/0/33,DOWN,DOWN,-,2024-04-07 14:00:49 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-33U-NW-ACC-S5731,10.61.240.64,GigabitEthernet0/0/34,DOWN,DOWN,-,2024-04-07 14:00:49 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-33U-NW-ACC-S5731,10.61.240.64,GigabitEthernet0/0/35,DOWN,DOWN,-,2024-04-07 14:00:49 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-33U-NW-ACC-S5731,10.61.240.64,GigabitEthernet0/0/36,DOWN,DOWN,-,2024-04-07 14:00:49 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-33U-NW-ACC-S5731,10.61.240.64,GigabitEthernet0/0/37,DOWN,DOWN,-,2024-04-07 14:00:49 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-33U-NW-ACC-S5731,10.61.240.64,GigabitEthernet0/0/38,UP,UP,2024-05-07 07:45:29 UTC+08:00,2024-05-07 07:45:24 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-33U-NW-ACC-S5731,10.61.240.64,GigabitEthernet0/0/39,DOWN,DOWN,-,2024-04-07 14:00:49 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-33U-NW-ACC-S5731,10.61.240.64,GigabitEthernet0/0/40,DOWN,DOWN,2024-04-24 15:58:42 UTC+08:00,2024-04-25 12:42:10 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-33U-NW-ACC-S5731,10.61.240.64,GigabitEthernet0/0/41,UP,UP,2024-05-09 09:02:43 UTC+08:00,2024-05-09 09:02:38 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-33U-NW-ACC-S5731,10.61.240.64,GigabitEthernet0/0/42,DOWN,DOWN,2024-04-23 15:56:51 UTC+08:00,2024-04-23 15:57:48 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-33U-NW-ACC-S5731,10.61.240.64,GigabitEthernet0/0/43,DOWN,DOWN,2024-04-10 12:59:38 UTC+08:00,2024-04-10 13:00:58 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-33U-NW-ACC-S5731,10.61.240.64,GigabitEthernet0/0/44,UP,UP,2024-05-14 07:18:57 UTC+08:00,2024-05-14 07:18:37 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-33U-NW-ACC-S5731,10.61.240.64,GigabitEthernet0/0/45,DOWN,DOWN,-,2024-04-07 14:00:49 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-33U-NW-ACC-S5731,10.61.240.64,GigabitEthernet0/0/46,UP,UP,2024-05-06 08:36:24 UTC+08:00,2024-05-06 08:36:17 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-33U-NW-ACC-S5731,10.61.240.64,GigabitEthernet0/0/47,UP,UP,2024-05-14 07:17:37 UTC+08:00,2024-05-14 07:17:16 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-33U-NW-ACC-S5731,10.61.240.64,GigabitEthernet0/0/48,UP,UP,2024-05-06 08:36:19 UTC+08:00,2024-05-06 08:36:11 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-08#01-33U-NW-ACC-S5731,10.61.240.64,XGigabitEthernet0/0/1,DOWN,DOWN,-,2024-04-07 14:00:49 UTC+08:00,10000,FULL,,,,
SY-1#ZYL-B1-08#01-33U-NW-ACC-S5731,10.61.240.64,XGigabitEthernet0/0/2,DOWN,DOWN,-,2024-04-07 14:00:49 UTC+08:00,10000,FULL,,,,
SY-1#ZYL-B1-08#01-33U-NW-ACC-S5731,10.61.240.64,XGigabitEthernet0/0/3,UP,UP,2024-04-25 13:06:54 UTC+08:00,2024-04-25 13:05:51 UTC+08:00,10000,FULL,,,,
SY-1#ZYL-B1-08#01-33U-NW-ACC-S5731,10.61.240.64,XGigabitEthernet0/0/4,UP,UP,2024-04-25 13:05:49 UTC+08:00,2024-04-25 13:05:03 UTC+08:00,10000,FULL,,,,
SY-1#ZYL-B1-13#01-24U-NW-ACC-S5731,10.61.240.156,GigabitEthernet0/0/1,DOWN,DOWN,-,2024-04-08 17:03:05 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-13#01-24U-NW-ACC-S5731,10.61.240.156,GigabitEthernet0/0/2,DOWN,DOWN,-,2024-04-08 17:03:05 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-13#01-24U-NW-ACC-S5731,10.61.240.156,GigabitEthernet0/0/3,DOWN,DOWN,-,2024-04-08 17:03:05 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-13#01-24U-NW-ACC-S5731,10.61.240.156,GigabitEthernet0/0/4,DOWN,DOWN,-,2024-04-08 17:03:05 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-13#01-24U-NW-ACC-S5731,10.61.240.156,GigabitEthernet0/0/5,DOWN,DOWN,-,2024-04-08 17:03:05 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-13#01-24U-NW-ACC-S5731,10.61.240.156,GigabitEthernet0/0/6,DOWN,DOWN,-,2024-04-08 17:03:05 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-13#01-24U-NW-ACC-S5731,10.61.240.156,GigabitEthernet0/0/7,DOWN,DOWN,-,2024-04-08 17:03:05 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-13#01-24U-NW-ACC-S5731,10.61.240.156,GigabitEthernet0/0/8,DOWN,DOWN,-,2024-04-08 17:03:05 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-13#01-24U-NW-ACC-S5731,10.61.240.156,GigabitEthernet0/0/9,DOWN,DOWN,-,2024-04-08 17:03:05 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-13#01-24U-NW-ACC-S5731,10.61.240.156,GigabitEthernet0/0/10,DOWN,DOWN,-,2024-04-08 17:03:05 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-13#01-24U-NW-ACC-S5731,10.61.240.156,GigabitEthernet0/0/11,DOWN,DOWN,-,2024-04-08 17:03:05 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-13#01-24U-NW-ACC-S5731,10.61.240.156,GigabitEthernet0/0/12,DOWN,DOWN,-,2024-04-08 17:03:05 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-13#01-24U-NW-ACC-S5731,10.61.240.156,GigabitEthernet0/0/13,DOWN,DOWN,-,2024-04-08 17:03:05 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-13#01-24U-NW-ACC-S5731,10.61.240.156,GigabitEthernet0/0/14,DOWN,DOWN,-,2024-04-08 17:03:05 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-13#01-24U-NW-ACC-S5731,10.61.240.156,GigabitEthernet0/0/15,DOWN,DOWN,-,2024-04-08 17:03:05 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-13#01-24U-NW-ACC-S5731,10.61.240.156,GigabitEthernet0/0/16,DOWN,DOWN,-,2024-04-08 17:03:05 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-13#01-24U-NW-ACC-S5731,10.61.240.156,GigabitEthernet0/0/17,DOWN,DOWN,-,2024-04-08 17:03:05 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-13#01-24U-NW-ACC-S5731,10.61.240.156,GigabitEthernet0/0/18,DOWN,DOWN,-,2024-04-08 17:03:05 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-13#01-24U-NW-ACC-S5731,10.61.240.156,GigabitEthernet0/0/19,DOWN,DOWN,-,2024-04-08 17:03:05 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-13#01-24U-NW-ACC-S5731,10.61.240.156,GigabitEthernet0/0/20,DOWN,DOWN,-,2024-04-08 17:03:05 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-13#01-24U-NW-ACC-S5731,10.61.240.156,GigabitEthernet0/0/21,DOWN,DOWN,-,2024-04-08 17:03:05 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-13#01-24U-NW-ACC-S5731,10.61.240.156,GigabitEthernet0/0/22,DOWN,DOWN,-,2024-04-08 17:03:05 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-13#01-24U-NW-ACC-S5731,10.61.240.156,GigabitEthernet0/0/23,DOWN,DOWN,-,2024-04-08 17:03:05 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-13#01-24U-NW-ACC-S5731,10.61.240.156,GigabitEthernet0/0/24,DOWN,DOWN,-,2024-04-08 17:03:05 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-13#01-24U-NW-ACC-S5731,10.61.240.156,GigabitEthernet0/0/25,DOWN,DOWN,-,2024-04-08 17:03:05 UTC+08:00,1000,FULL,,,,
SY-1#ZYL-B1-13#01-24U-NW-ACC-S5731,10.61.240.156,GigabitEthernet0/0/26,DOWN,DOWN,-,2024-04-08 17:03:05 UTC+08:00,1000,FULL,,,,
