
SY-1#ZYL-2F-01#01-9U-WX-ACC-S5731,10.61.244.16,GigabitEthernet0/0/1,UP,UP,2024-04-03 18:28:24 UTC+08:00,2024-04-03 18:28:18 UTC+08:00,1000,FULL,
SY-1#ZYL-2F-01#01-9U-WX-ACC-S5731,10.61.244.16,GigabitEthernet0/0/2,DOWN,DOWN,-,2024-01-30 07:39:52,1000,FULL,
SY-1#ZYL-2F-01#01-9U-WX-ACC-S5731,10.61.244.16,GigabitEthernet0/0/3,DOWN,DOWN,-,2024-01-30 07:39:52,1000,FULL,
SY-1#ZYL-2F-01#01-9U-WX-ACC-S5731,10.61.244.16,GigabitEthernet0/0/4,DOWN,DOWN,-,2024-01-30 07:39:52,1000,FULL,
SY-1#ZYL-2F-01#01-9U-WX-ACC-S5731,10.61.244.16,GigabitEthernet0/0/5,UP,UP,2024-04-03 18:28:30 UTC+08:00,2024-04-03 18:28:25 UTC+08:00,1000,FULL,
SY-1#ZYL-2F-01#01-9U-WX-ACC-S5731,10.61.244.16,GigabitEthernet0/0/6,DOWN,DOWN,-,2024-01-30 07:39:52,1000,FULL,
SY-1#ZYL-2F-01#01-9U-WX-ACC-S5731,10.61.244.16,GigabitEthernet0/0/7,DOWN,DOWN,-,2024-01-30 07:39:52,1000,FULL,
SY-1#ZYL-2F-01#01-9U-WX-ACC-S5731,10.61.244.16,GigabitEthernet0/0/8,UP,UP,2024-04-03 18:28:30 UTC+08:00,2024-04-03 18:28:24 UTC+08:00,1000,FULL,
SY-1#ZYL-2F-01#01-9U-WX-ACC-S5731,10.61.244.16,GigabitEthernet0/0/9,DOWN,DOWN,-,2024-01-30 07:39:52,1000,FULL,
SY-1#ZYL-2F-01#01-9U-WX-ACC-S5731,10.61.244.16,GigabitEthernet0/0/10,DOWN,DOWN,-,2024-01-30 07:39:52,1000,FULL,
SY-1#ZYL-2F-01#01-9U-WX-ACC-S5731,10.61.244.16,GigabitEthernet0/0/11,DOWN,DOWN,-,2024-01-30 07:39:52,1000,FULL,
SY-1#ZYL-2F-01#01-9U-WX-ACC-S5731,10.61.244.16,GigabitEthernet0/0/12,DOWN,DOWN,-,2024-01-30 07:39:52,1000,FULL,
SY-1#ZYL-2F-01#01-9U-WX-ACC-S5731,10.61.244.16,GigabitEthernet0/0/13,UP,UP,2024-05-08 09:38:54 UTC+08:00,2024-05-08 09:38:48 UTC+08:00,1000,FULL,
SY-1#ZYL-2F-01#01-9U-WX-ACC-S5731,10.61.244.16,GigabitEthernet0/0/14,DOWN,DOWN,-,2024-01-30 07:39:52,1000,FULL,
SY-1#ZYL-2F-01#01-9U-WX-ACC-S5731,10.61.244.16,GigabitEthernet0/0/15,UP,UP,2024-04-03 18:38:57 UTC+08:00,2024-04-03 18:38:52 UTC+08:00,1000,FULL,
SY-1#ZYL-2F-01#01-9U-WX-ACC-S5731,10.61.244.16,GigabitEthernet0/0/16,UP,UP,2024-04-03 18:39:08 UTC+08:00,2024-04-03 18:39:01 UTC+08:00,1000,FULL,
SY-1#ZYL-2F-01#01-9U-WX-ACC-S5731,10.61.244.16,GigabitEthernet0/0/17,DOWN,DOWN,-,2024-01-30 07:39:52,1000,FULL,
SY-1#ZYL-2F-01#01-9U-WX-ACC-S5731,10.61.244.16,GigabitEthernet0/0/18,UP,UP,2024-04-03 18:38:57 UTC+08:00,2024-04-03 18:38:51 UTC+08:00,1000,FULL,
SY-1#ZYL-2F-01#01-9U-WX-ACC-S5731,10.61.244.16,GigabitEthernet0/0/19,UP,UP,2024-04-03 18:39:02 UTC+08:00,2024-04-03 18:38:55 UTC+08:00,1000,FULL,
SY-1#ZYL-2F-01#01-9U-WX-ACC-S5731,10.61.244.16,GigabitEthernet0/0/20,UP,UP,2024-04-03 18:39:05 UTC+08:00,2024-04-03 18:38:59 UTC+08:00,1000,FULL,
SY-1#ZYL-2F-01#01-9U-WX-ACC-S5731,10.61.244.16,GigabitEthernet0/0/21,UP,UP,2024-04-03 18:46:43 UTC+08:00,2024-04-03 18:46:36 UTC+08:00,1000,FULL,
SY-1#ZYL-2F-01#01-9U-WX-ACC-S5731,10.61.244.16,GigabitEthernet0/0/22,UP,UP,2024-04-03 18:38:51 UTC+08:00,2024-04-03 18:38:45 UTC+08:00,1000,FULL,
SY-1#ZYL-2F-01#01-9U-WX-ACC-S5731,10.61.244.16,GigabitEthernet0/0/23,UP,UP,2024-04-03 18:39:24 UTC+08:00,2024-04-03 18:39:18 UTC+08:00,1000,FULL,
